,lang,feature,accuracy,permute,epoch,lang_train,init,num_samples
1222,en,sonority,0.3076923076923077,0.0,34,fr,none,395654
1223,fr,sonority,0.8823529411764706,0.0,34,fr,none,395654
1224,enfr,sonority,0.45324283559577677,0.0,34,fr,none,395654
1225,en,manner,0.38461538461538464,0.0,34,fr,none,395654
1226,fr,manner,0.7647058823529411,0.0,34,fr,none,395654
1227,enfr,manner,0.41289592760180993,0.0,34,fr,none,395654
1228,en,voicing,0.29411764705882354,0.0,34,fr,none,395654
1229,fr,voicing,1.0,0.0,34,fr,none,395654
1230,enfr,voicing,0.4852941176470588,0.0,34,fr,none,395654
1231,en,place,0.041666666666666664,0.0,34,fr,none,395654
1232,fr,place,0.7894736842105263,0.0,34,fr,none,395654
1233,enfr,place,0.23026315789473684,0.0,34,fr,none,395654
1234,enfr,lang,1.0,0.0,34,fr,none,395654
1235,en,sonority,0.28205128205128205,0.0,35,fr,none,453730
1236,fr,sonority,0.8529411764705882,0.0,35,fr,none,453730
1237,enfr,sonority,0.45324283559577677,0.0,35,fr,none,453730
1238,en,manner,0.38461538461538464,0.0,35,fr,none,453730
1239,fr,manner,0.7941176470588235,0.0,35,fr,none,453730
1240,enfr,manner,0.41289592760180993,0.0,35,fr,none,453730
1241,en,voicing,0.29411764705882354,0.0,35,fr,none,453730
1242,fr,voicing,1.0,0.0,35,fr,none,453730
1243,enfr,voicing,0.4852941176470588,0.0,35,fr,none,453730
1244,en,place,0.041666666666666664,0.0,35,fr,none,453730
1245,fr,place,0.7894736842105263,0.0,35,fr,none,453730
1246,enfr,place,0.23026315789473684,0.0,35,fr,none,453730
1247,enfr,lang,1.0,0.0,35,fr,none,453730
1248,en,sonority,0.28205128205128205,0.0,36,fr,none,520256
1249,fr,sonority,0.8823529411764706,0.0,36,fr,none,520256
1250,enfr,sonority,0.4238310708898944,0.0,36,fr,none,520256
1251,en,manner,0.38461538461538464,0.0,36,fr,none,520256
1252,fr,manner,0.7941176470588235,0.0,36,fr,none,520256
1253,enfr,manner,0.41289592760180993,0.0,36,fr,none,520256
1254,en,voicing,0.35294117647058826,0.0,36,fr,none,520256
1255,fr,voicing,1.0,0.0,36,fr,none,520256
1256,enfr,voicing,0.4852941176470588,0.0,36,fr,none,520256
1257,en,place,0.041666666666666664,0.0,36,fr,none,520256
1258,fr,place,0.7894736842105263,0.0,36,fr,none,520256
1259,enfr,place,0.23026315789473684,0.0,36,fr,none,520256
1260,enfr,lang,1.0,0.0,36,fr,none,520256
1261,en,sonority,0.28205128205128205,0.0,37,fr,none,596463
1262,fr,sonority,0.8529411764705882,0.0,37,fr,none,596463
1263,enfr,sonority,0.40912518853695323,0.0,37,fr,none,596463
1264,en,manner,0.38461538461538464,0.0,37,fr,none,596463
1265,fr,manner,0.7941176470588235,0.0,37,fr,none,596463
1266,enfr,manner,0.38348416289592757,0.0,37,fr,none,596463
1267,en,voicing,0.35294117647058826,0.0,37,fr,none,596463
1268,fr,voicing,1.0,0.0,37,fr,none,596463
1269,enfr,voicing,0.5147058823529411,0.0,37,fr,none,596463
1270,en,place,0.041666666666666664,0.0,37,fr,none,596463
1271,fr,place,0.7894736842105263,0.0,37,fr,none,596463
1272,enfr,place,0.23026315789473684,0.0,37,fr,none,596463
1273,enfr,lang,1.0,0.0,37,fr,none,596463
1274,en,sonority,0.3076923076923077,0.0,38,fr,none,683759
1275,fr,sonority,0.8823529411764706,0.0,38,fr,none,683759
1276,enfr,sonority,0.32088989441930615,0.0,38,fr,none,683759
1277,en,manner,0.38461538461538464,0.0,38,fr,none,683759
1278,fr,manner,0.7941176470588235,0.0,38,fr,none,683759
1279,enfr,manner,0.2937405731523378,0.0,38,fr,none,683759
1280,en,voicing,0.29411764705882354,0.0,38,fr,none,683759
1281,fr,voicing,1.0,0.0,38,fr,none,683759
1282,enfr,voicing,0.4852941176470588,0.0,38,fr,none,683759
1283,en,place,0.041666666666666664,0.0,38,fr,none,683759
1284,fr,place,0.7894736842105263,0.0,38,fr,none,683759
1285,enfr,place,0.23026315789473684,0.0,38,fr,none,683759
1286,enfr,lang,1.0,0.0,38,fr,none,683759
1287,en,sonority,0.3333333333333333,0.0,39,fr,none,783759
1288,fr,sonority,0.8823529411764706,0.0,39,fr,none,783759
1289,enfr,sonority,0.32088989441930615,0.0,39,fr,none,783759
1290,en,manner,0.38461538461538464,0.0,39,fr,none,783759
1291,fr,manner,0.7941176470588235,0.0,39,fr,none,783759
1292,enfr,manner,0.35407239819004527,0.0,39,fr,none,783759
1293,en,voicing,0.35294117647058826,0.0,39,fr,none,783759
1294,fr,voicing,1.0,0.0,39,fr,none,783759
1295,enfr,voicing,0.4852941176470588,0.0,39,fr,none,783759
1296,en,place,0.041666666666666664,0.0,39,fr,none,783759
1297,fr,place,0.7894736842105263,0.0,39,fr,none,783759
1298,enfr,place,0.23026315789473684,0.0,39,fr,none,783759
1299,enfr,lang,1.0,0.0,39,fr,none,783759
1300,en,sonority,0.3333333333333333,0.0,40,fr,none,883759
1301,fr,sonority,0.8823529411764706,0.0,40,fr,none,883759
1302,enfr,sonority,0.32088989441930615,0.0,40,fr,none,883759
1303,en,manner,0.38461538461538464,0.0,40,fr,none,883759
1304,fr,manner,0.7941176470588235,0.0,40,fr,none,883759
1305,enfr,manner,0.33597285067873306,0.0,40,fr,none,883759
1306,en,voicing,0.35294117647058826,0.0,40,fr,none,883759
1307,fr,voicing,1.0,0.0,40,fr,none,883759
1308,enfr,voicing,0.4852941176470588,0.0,40,fr,none,883759
1309,en,place,0.041666666666666664,0.0,40,fr,none,883759
1310,fr,place,0.7894736842105263,0.0,40,fr,none,883759
1311,enfr,place,0.23026315789473684,0.0,40,fr,none,883759
1312,enfr,lang,1.0,0.0,40,fr,none,883759
1313,en,sonority,0.3333333333333333,0.0,41,fr,none,983759
1314,fr,sonority,0.8823529411764706,0.0,41,fr,none,983759
1315,enfr,sonority,0.32088989441930615,0.0,41,fr,none,983759
1316,en,manner,0.38461538461538464,0.0,41,fr,none,983759
1317,fr,manner,0.7941176470588235,0.0,41,fr,none,983759
1318,enfr,manner,0.3231523378582202,0.0,41,fr,none,983759
1319,en,voicing,0.35294117647058826,0.0,41,fr,none,983759
1320,fr,voicing,1.0,0.0,41,fr,none,983759
1321,enfr,voicing,0.5441176470588236,0.0,41,fr,none,983759
1322,en,place,0.041666666666666664,0.0,41,fr,none,983759
1323,fr,place,0.7894736842105263,0.0,41,fr,none,983759
1324,enfr,place,0.23026315789473684,0.0,41,fr,none,983759
1325,enfr,lang,1.0,0.0,41,fr,none,983759
1326,en,sonority,0.3333333333333333,0.0,42,fr,none,1083759
1327,fr,sonority,0.8529411764705882,0.0,42,fr,none,1083759
1328,enfr,sonority,0.4385369532428356,0.0,42,fr,none,1083759
1329,en,manner,0.38461538461538464,0.0,42,fr,none,1083759
1330,fr,manner,0.7941176470588235,0.0,42,fr,none,1083759
1331,enfr,manner,0.33597285067873306,0.0,42,fr,none,1083759
1332,en,voicing,0.35294117647058826,0.0,42,fr,none,1083759
1333,fr,voicing,1.0,0.0,42,fr,none,1083759
1334,enfr,voicing,0.4852941176470588,0.0,42,fr,none,1083759
1335,en,place,0.041666666666666664,0.0,42,fr,none,1083759
1336,fr,place,0.7894736842105263,0.0,42,fr,none,1083759
1337,enfr,place,0.23026315789473684,0.0,42,fr,none,1083759
1338,enfr,lang,1.0,0.0,42,fr,none,1083759
1339,en,sonority,0.3333333333333333,0.0,43,fr,none,1183759
1340,fr,sonority,0.8529411764705882,0.0,43,fr,none,1183759
1341,enfr,sonority,0.4385369532428356,0.0,43,fr,none,1183759
1342,en,manner,0.38461538461538464,0.0,43,fr,none,1183759
1343,fr,manner,0.7941176470588235,0.0,43,fr,none,1183759
1344,enfr,manner,0.33597285067873306,0.0,43,fr,none,1183759
1345,en,voicing,0.35294117647058826,0.0,43,fr,none,1183759
1346,fr,voicing,1.0,0.0,43,fr,none,1183759
1347,enfr,voicing,0.4852941176470588,0.0,43,fr,none,1183759
1348,en,place,0.08333333333333333,0.0,43,fr,none,1183759
1349,fr,place,0.7894736842105263,0.0,43,fr,none,1183759
1350,enfr,place,0.23026315789473684,0.0,43,fr,none,1183759
1351,enfr,lang,1.0,0.0,43,fr,none,1183759
1352,en,sonority,0.3333333333333333,0.0,44,fr,none,1283759
1353,fr,sonority,0.8529411764705882,0.0,44,fr,none,1283759
1354,enfr,sonority,0.4385369532428356,0.0,44,fr,none,1283759
1355,en,manner,0.38461538461538464,0.0,44,fr,none,1283759
1356,fr,manner,0.7941176470588235,0.0,44,fr,none,1283759
1357,enfr,manner,0.33597285067873306,0.0,44,fr,none,1283759
1358,en,voicing,0.35294117647058826,0.0,44,fr,none,1283759
1359,fr,voicing,1.0,0.0,44,fr,none,1283759
1360,enfr,voicing,0.6323529411764706,0.0,44,fr,none,1283759
1361,en,place,0.08333333333333333,0.0,44,fr,none,1283759
1362,fr,place,0.7368421052631579,0.0,44,fr,none,1283759
1363,enfr,place,0.23026315789473684,0.0,44,fr,none,1283759
1364,enfr,lang,1.0,0.0,44,fr,none,1283759
1365,en,sonority,0.3333333333333333,0.0,45,fr,none,1383759
1366,fr,sonority,0.8529411764705882,0.0,45,fr,none,1383759
1367,enfr,sonority,0.4385369532428356,0.0,45,fr,none,1383759
1368,en,manner,0.38461538461538464,0.0,45,fr,none,1383759
1369,fr,manner,0.7941176470588235,0.0,45,fr,none,1383759
1370,enfr,manner,0.33597285067873306,0.0,45,fr,none,1383759
1371,en,voicing,0.4117647058823529,0.0,45,fr,none,1383759
1372,fr,voicing,1.0,0.0,45,fr,none,1383759
1373,enfr,voicing,0.4852941176470588,0.0,45,fr,none,1383759
1374,en,place,0.08333333333333333,0.0,45,fr,none,1383759
1375,fr,place,0.7368421052631579,0.0,45,fr,none,1383759
1376,enfr,place,0.23026315789473684,0.0,45,fr,none,1383759
1377,enfr,lang,1.0,0.0,45,fr,none,1383759
1378,en,sonority,0.38461538461538464,0.0,46,fr,none,1483759
1379,fr,sonority,0.8529411764705882,0.0,46,fr,none,1483759
1380,enfr,sonority,0.4385369532428356,0.0,46,fr,none,1483759
1381,en,manner,0.38461538461538464,0.0,46,fr,none,1483759
1382,fr,manner,0.7941176470588235,0.0,46,fr,none,1483759
1383,enfr,manner,0.33597285067873306,0.0,46,fr,none,1483759
1384,en,voicing,0.4117647058823529,0.0,46,fr,none,1483759
1385,fr,voicing,1.0,0.0,46,fr,none,1483759
1386,enfr,voicing,0.4852941176470588,0.0,46,fr,none,1483759
1387,en,place,0.08333333333333333,0.0,46,fr,none,1483759
1388,fr,place,0.7894736842105263,0.0,46,fr,none,1483759
1389,enfr,place,0.23026315789473684,0.0,46,fr,none,1483759
1390,enfr,lang,1.0,0.0,46,fr,none,1483759
1391,en,sonority,0.4358974358974359,0.0,47,fr,none,1583759
1392,fr,sonority,0.8235294117647058,0.0,47,fr,none,1583759
1393,enfr,sonority,0.4385369532428356,0.0,47,fr,none,1583759
1394,en,manner,0.38461538461538464,0.0,47,fr,none,1583759
1395,fr,manner,0.7941176470588235,0.0,47,fr,none,1583759
1396,enfr,manner,0.33597285067873306,0.0,47,fr,none,1583759
1397,en,voicing,0.4117647058823529,0.0,47,fr,none,1583759
1398,fr,voicing,1.0,0.0,47,fr,none,1583759
1399,enfr,voicing,0.4852941176470588,0.0,47,fr,none,1583759
1400,en,place,0.08333333333333333,0.0,47,fr,none,1583759
1401,fr,place,0.7894736842105263,0.0,47,fr,none,1583759
1402,enfr,place,0.23026315789473684,0.0,47,fr,none,1583759
1403,enfr,lang,1.0,0.0,47,fr,none,1583759
1404,en,sonority,0.4358974358974359,0.0,48,fr,none,1683759
1405,fr,sonority,0.8235294117647058,0.0,48,fr,none,1683759
1406,enfr,sonority,0.4385369532428356,0.0,48,fr,none,1683759
1407,en,manner,0.38461538461538464,0.0,48,fr,none,1683759
1408,fr,manner,0.7941176470588235,0.0,48,fr,none,1683759
1409,enfr,manner,0.42571644042232276,0.0,48,fr,none,1683759
1410,en,voicing,0.4117647058823529,0.0,48,fr,none,1683759
1411,fr,voicing,1.0,0.0,48,fr,none,1683759
1412,enfr,voicing,0.4852941176470588,0.0,48,fr,none,1683759
1413,en,place,0.041666666666666664,0.0,48,fr,none,1683759
1414,fr,place,0.7368421052631579,0.0,48,fr,none,1683759
1415,enfr,place,0.23026315789473684,0.0,48,fr,none,1683759
1416,enfr,lang,1.0,0.0,48,fr,none,1683759
1417,en,sonority,0.4358974358974359,0.0,49,fr,none,1783759
1418,fr,sonority,0.8529411764705882,0.0,49,fr,none,1783759
1419,enfr,sonority,0.4385369532428356,0.0,49,fr,none,1783759
1420,en,manner,0.38461538461538464,0.0,49,fr,none,1783759
1421,fr,manner,0.7941176470588235,0.0,49,fr,none,1783759
1422,enfr,manner,0.41289592760180993,0.0,49,fr,none,1783759
1423,en,voicing,0.4117647058823529,0.0,49,fr,none,1783759
1424,fr,voicing,1.0,0.0,49,fr,none,1783759
1425,enfr,voicing,0.4852941176470588,0.0,49,fr,none,1783759
1426,en,place,0.08333333333333333,0.0,49,fr,none,1783759
1427,fr,place,0.7368421052631579,0.0,49,fr,none,1783759
1428,enfr,place,0.23026315789473684,0.0,49,fr,none,1783759
1429,enfr,lang,1.0,0.0,49,fr,none,1783759
1430,en,sonority,0.4358974358974359,0.0,50,fr,none,1883759
1431,fr,sonority,0.8235294117647058,0.0,50,fr,none,1883759
1432,enfr,sonority,0.4385369532428356,0.0,50,fr,none,1883759
1433,en,manner,0.38461538461538464,0.0,50,fr,none,1883759
1434,fr,manner,0.7941176470588235,0.0,50,fr,none,1883759
1435,enfr,manner,0.41289592760180993,0.0,50,fr,none,1883759
1436,en,voicing,0.4117647058823529,0.0,50,fr,none,1883759
1437,fr,voicing,1.0,0.0,50,fr,none,1883759
1438,enfr,voicing,0.4852941176470588,0.0,50,fr,none,1883759
1439,en,place,0.041666666666666664,0.0,50,fr,none,1883759
1440,fr,place,0.7368421052631579,0.0,50,fr,none,1883759
1441,enfr,place,0.23026315789473684,0.0,50,fr,none,1883759
1442,enfr,lang,1.0,0.0,50,fr,none,1883759
1443,en,sonority,0.4358974358974359,0.0,51,fr,none,1983759
1444,fr,sonority,0.8235294117647058,0.0,51,fr,none,1983759
1445,enfr,sonority,0.4385369532428356,0.0,51,fr,none,1983759
1446,en,manner,0.38461538461538464,0.0,51,fr,none,1983759
1447,fr,manner,0.7941176470588235,0.0,51,fr,none,1983759
1448,enfr,manner,0.41289592760180993,0.0,51,fr,none,1983759
1449,en,voicing,0.4117647058823529,0.0,51,fr,none,1983759
1450,fr,voicing,1.0,0.0,51,fr,none,1983759
1451,enfr,voicing,0.4852941176470588,0.0,51,fr,none,1983759
1452,en,place,0.08333333333333333,0.0,51,fr,none,1983759
1453,fr,place,0.7368421052631579,0.0,51,fr,none,1983759
1454,enfr,place,0.23026315789473684,0.0,51,fr,none,1983759
1455,enfr,lang,1.0,0.0,51,fr,none,1983759
1456,en,sonority,0.4358974358974359,0.0,52,fr,none,2083759
1457,fr,sonority,0.8235294117647058,0.0,52,fr,none,2083759
1458,enfr,sonority,0.4385369532428356,0.0,52,fr,none,2083759
1459,en,manner,0.38461538461538464,0.0,52,fr,none,2083759
1460,fr,manner,0.7647058823529411,0.0,52,fr,none,2083759
1461,enfr,manner,0.41289592760180993,0.0,52,fr,none,2083759
1462,en,voicing,0.4117647058823529,0.0,52,fr,none,2083759
1463,fr,voicing,1.0,0.0,52,fr,none,2083759
1464,enfr,voicing,0.4852941176470588,0.0,52,fr,none,2083759
1465,en,place,0.041666666666666664,0.0,52,fr,none,2083759
1466,fr,place,0.6842105263157895,0.0,52,fr,none,2083759
1467,enfr,place,0.23026315789473684,0.0,52,fr,none,2083759
1468,enfr,lang,1.0,0.0,52,fr,none,2083759
1469,en,sonority,0.4358974358974359,0.0,53,fr,none,2183759
1470,fr,sonority,0.8235294117647058,0.0,53,fr,none,2183759
1471,enfr,sonority,0.4385369532428356,0.0,53,fr,none,2183759
1472,en,manner,0.38461538461538464,0.0,53,fr,none,2183759
1473,fr,manner,0.7941176470588235,0.0,53,fr,none,2183759
1474,enfr,manner,0.41289592760180993,0.0,53,fr,none,2183759
1475,en,voicing,0.35294117647058826,0.0,53,fr,none,2183759
1476,fr,voicing,1.0,0.0,53,fr,none,2183759
1477,enfr,voicing,0.4852941176470588,0.0,53,fr,none,2183759
1478,en,place,0.041666666666666664,0.0,53,fr,none,2183759
1479,fr,place,0.7368421052631579,0.0,53,fr,none,2183759
1480,enfr,place,0.23026315789473684,0.0,53,fr,none,2183759
1481,enfr,lang,1.0,0.0,53,fr,none,2183759
1482,en,sonority,0.4358974358974359,0.0,54,fr,none,2283759
1483,fr,sonority,0.8235294117647058,0.0,54,fr,none,2283759
1484,enfr,sonority,0.4385369532428356,0.0,54,fr,none,2283759
1485,en,manner,0.38461538461538464,0.0,54,fr,none,2283759
1486,fr,manner,0.7941176470588235,0.0,54,fr,none,2283759
1487,enfr,manner,0.41289592760180993,0.0,54,fr,none,2283759
1488,en,voicing,0.35294117647058826,0.0,54,fr,none,2283759
1489,fr,voicing,1.0,0.0,54,fr,none,2283759
1490,enfr,voicing,0.4852941176470588,0.0,54,fr,none,2283759
1491,en,place,0.08333333333333333,0.0,54,fr,none,2283759
1492,fr,place,0.7368421052631579,0.0,54,fr,none,2283759
1493,enfr,place,0.23026315789473684,0.0,54,fr,none,2283759
1494,enfr,lang,1.0,0.0,54,fr,none,2283759
1495,en,sonority,0.4358974358974359,0.0,55,fr,none,2383759
1496,fr,sonority,0.8235294117647058,0.0,55,fr,none,2383759
1497,enfr,sonority,0.4385369532428356,0.0,55,fr,none,2383759
1498,en,manner,0.38461538461538464,0.0,55,fr,none,2383759
1499,fr,manner,0.7941176470588235,0.0,55,fr,none,2383759
1500,enfr,manner,0.41289592760180993,0.0,55,fr,none,2383759
1501,en,voicing,0.35294117647058826,0.0,55,fr,none,2383759
1502,fr,voicing,1.0,0.0,55,fr,none,2383759
1503,enfr,voicing,0.5147058823529411,0.0,55,fr,none,2383759
1504,en,place,0.041666666666666664,0.0,55,fr,none,2383759
1505,fr,place,0.7368421052631579,0.0,55,fr,none,2383759
1506,enfr,place,0.23026315789473684,0.0,55,fr,none,2383759
1507,enfr,lang,1.0,0.0,55,fr,none,2383759
1508,en,sonority,0.4358974358974359,0.0,56,fr,none,2483759
1509,fr,sonority,0.8235294117647058,0.0,56,fr,none,2483759
1510,enfr,sonority,0.4385369532428356,0.0,56,fr,none,2483759
1511,en,manner,0.38461538461538464,0.0,56,fr,none,2483759
1512,fr,manner,0.7941176470588235,0.0,56,fr,none,2483759
1513,enfr,manner,0.41289592760180993,0.0,56,fr,none,2483759
1514,en,voicing,0.4117647058823529,0.0,56,fr,none,2483759
1515,fr,voicing,1.0,0.0,56,fr,none,2483759
1516,enfr,voicing,0.4852941176470588,0.0,56,fr,none,2483759
1517,en,place,0.08333333333333333,0.0,56,fr,none,2483759
1518,fr,place,0.7368421052631579,0.0,56,fr,none,2483759
1519,enfr,place,0.23026315789473684,0.0,56,fr,none,2483759
1520,enfr,lang,1.0,0.0,56,fr,none,2483759
1521,en,sonority,0.4358974358974359,0.0,57,fr,none,2583759
1522,fr,sonority,0.8235294117647058,0.0,57,fr,none,2583759
1523,enfr,sonority,0.3103318250377074,0.0,57,fr,none,2583759
1524,en,manner,0.38461538461538464,0.0,57,fr,none,2583759
1525,fr,manner,0.7647058823529411,0.0,57,fr,none,2583759
1526,enfr,manner,0.41289592760180993,0.0,57,fr,none,2583759
1527,en,voicing,0.35294117647058826,0.0,57,fr,none,2583759
1528,fr,voicing,1.0,0.0,57,fr,none,2583759
1529,enfr,voicing,0.4852941176470588,0.0,57,fr,none,2583759
1530,en,place,0.041666666666666664,0.0,57,fr,none,2583759
1531,fr,place,0.7368421052631579,0.0,57,fr,none,2583759
1532,enfr,place,0.23026315789473684,0.0,57,fr,none,2583759
1533,enfr,lang,1.0,0.0,57,fr,none,2583759
1534,en,sonority,0.4358974358974359,0.0,58,fr,none,2683759
1535,fr,sonority,0.8235294117647058,0.0,58,fr,none,2683759
1536,enfr,sonority,0.41289592760180993,0.0,58,fr,none,2683759
1537,en,manner,0.38461538461538464,0.0,58,fr,none,2683759
1538,fr,manner,0.7941176470588235,0.0,58,fr,none,2683759
1539,enfr,manner,0.41289592760180993,0.0,58,fr,none,2683759
1540,en,voicing,0.35294117647058826,0.0,58,fr,none,2683759
1541,fr,voicing,1.0,0.0,58,fr,none,2683759
1542,enfr,voicing,0.5147058823529411,0.0,58,fr,none,2683759
1543,en,place,0.041666666666666664,0.0,58,fr,none,2683759
1544,fr,place,0.7368421052631579,0.0,58,fr,none,2683759
1545,enfr,place,0.23026315789473684,0.0,58,fr,none,2683759
1546,enfr,lang,1.0,0.0,58,fr,none,2683759
1547,en,sonority,0.4358974358974359,0.0,59,fr,none,2783759
1548,fr,sonority,0.8235294117647058,0.0,59,fr,none,2783759
1549,enfr,sonority,0.4385369532428356,0.0,59,fr,none,2783759
1550,en,manner,0.38461538461538464,0.0,59,fr,none,2783759
1551,fr,manner,0.7941176470588235,0.0,59,fr,none,2783759
1552,enfr,manner,0.41289592760180993,0.0,59,fr,none,2783759
1553,en,voicing,0.4117647058823529,0.0,59,fr,none,2783759
1554,fr,voicing,1.0,0.0,59,fr,none,2783759
1555,enfr,voicing,0.4852941176470588,0.0,59,fr,none,2783759
1556,en,place,0.041666666666666664,0.0,59,fr,none,2783759
1557,fr,place,0.6842105263157895,0.0,59,fr,none,2783759
1558,enfr,place,0.23026315789473684,0.0,59,fr,none,2783759
1559,enfr,lang,1.0,0.0,59,fr,none,2783759
1560,en,sonority,0.38461538461538464,0.0,0,fren,none,499
1561,fr,sonority,0.4411764705882353,0.0,0,fren,none,499
1562,enfr,sonority,0.4423076923076923,0.0,0,fren,none,499
1563,en,manner,0.38461538461538464,0.0,0,fren,none,499
1564,fr,manner,0.4411764705882353,0.0,0,fren,none,499
1565,enfr,manner,0.41289592760180993,0.0,0,fren,none,499
1566,en,voicing,0.47058823529411764,0.0,0,fren,none,499
1567,fr,voicing,0.0,0.0,0,fren,none,499
1568,enfr,voicing,0.5441176470588236,0.0,0,fren,none,499
1569,en,place,0.16666666666666666,0.0,0,fren,none,499
1570,fr,place,0.15789473684210525,0.0,0,fren,none,499
1571,enfr,place,0.3300438596491228,0.0,0,fren,none,499
1572,enfr,lang,0.4931506849315068,0.0,0,fren,none,499
1573,en,sonority,0.46153846153846156,0.0,1,fren,none,1071
1574,fr,sonority,0.4117647058823529,0.0,1,fren,none,1071
1575,enfr,sonority,0.4973604826546003,0.0,1,fren,none,1071
1576,en,manner,0.38461538461538464,0.0,1,fren,none,1071
1577,fr,manner,0.4411764705882353,0.0,1,fren,none,1071
1578,enfr,manner,0.41289592760180993,0.0,1,fren,none,1071
1579,en,voicing,0.29411764705882354,0.0,1,fren,none,1071
1580,fr,voicing,0.0,0.0,1,fren,none,1071
1581,enfr,voicing,0.5441176470588236,0.0,1,fren,none,1071
1582,en,place,0.125,0.0,1,fren,none,1071
1583,fr,place,0.10526315789473684,0.0,1,fren,none,1071
1584,enfr,place,0.30372807017543857,0.0,1,fren,none,1071
1585,enfr,lang,0.4794520547945205,0.0,1,fren,none,1071
1586,en,sonority,0.6153846153846154,0.0,2,fren,none,1727
1587,fr,sonority,0.47058823529411764,0.0,2,fren,none,1727
1588,enfr,sonority,0.6184012066365008,0.0,2,fren,none,1727
1589,en,manner,0.38461538461538464,0.0,2,fren,none,1727
1590,fr,manner,0.4411764705882353,0.0,2,fren,none,1727
1591,enfr,manner,0.42760180995475117,0.0,2,fren,none,1727
1592,en,voicing,0.29411764705882354,0.0,2,fren,none,1727
1593,fr,voicing,0.0,0.0,2,fren,none,1727
1594,enfr,voicing,0.6862745098039216,0.0,2,fren,none,1727
1595,en,place,0.08333333333333333,0.0,2,fren,none,1727
1596,fr,place,0.10526315789473684,0.0,2,fren,none,1727
1597,enfr,place,0.30372807017543857,0.0,2,fren,none,1727
1598,enfr,lang,0.4931506849315068,0.0,2,fren,none,1727
1599,en,sonority,0.7692307692307693,0.0,3,fren,none,2478
1600,fr,sonority,0.5294117647058824,0.0,3,fren,none,2478
1601,enfr,sonority,0.6440422322775264,0.0,3,fren,none,2478
1602,en,manner,0.41025641025641024,0.0,3,fren,none,2478
1603,fr,manner,0.4411764705882353,0.0,3,fren,none,2478
1604,enfr,manner,0.4423076923076923,0.0,3,fren,none,2478
1605,en,voicing,0.35294117647058826,0.0,3,fren,none,2478
1606,fr,voicing,0.08333333333333333,0.0,3,fren,none,2478
1607,enfr,voicing,0.7990196078431373,0.0,3,fren,none,2478
1608,en,place,0.16666666666666666,0.0,3,fren,none,2478
1609,fr,place,0.10526315789473684,0.0,3,fren,none,2478
1610,enfr,place,0.3300438596491228,0.0,3,fren,none,2478
1611,enfr,lang,0.4794520547945205,0.0,3,fren,none,2478
1612,en,sonority,0.7948717948717948,0.0,4,fren,none,3338
1613,fr,sonority,0.5882352941176471,0.0,4,fren,none,3338
1614,enfr,sonority,0.6696832579185521,0.0,4,fren,none,3338
1615,en,manner,0.48717948717948717,0.0,4,fren,none,3338
1616,fr,manner,0.4411764705882353,0.0,4,fren,none,3338
1617,enfr,manner,0.47171945701357465,0.0,4,fren,none,3338
1618,en,voicing,0.4117647058823529,0.0,4,fren,none,3338
1619,fr,voicing,0.25,0.0,4,fren,none,3338
1620,enfr,voicing,0.7990196078431373,0.0,4,fren,none,3338
1621,en,place,0.125,0.0,4,fren,none,3338
1622,fr,place,0.10526315789473684,0.0,4,fren,none,3338
1623,enfr,place,0.4089912280701754,0.0,4,fren,none,3338
1624,enfr,lang,0.5068493150684932,0.0,4,fren,none,3338
1625,en,sonority,0.7948717948717948,0.0,5,fren,none,4324
1626,fr,sonority,0.6176470588235294,0.0,5,fren,none,4324
1627,enfr,sonority,0.7081447963800905,0.0,5,fren,none,4324
1628,en,manner,0.5128205128205128,0.0,5,fren,none,4324
1629,fr,manner,0.4411764705882353,0.0,5,fren,none,4324
1630,enfr,manner,0.47171945701357465,0.0,5,fren,none,4324
1631,en,voicing,0.4117647058823529,0.0,5,fren,none,4324
1632,fr,voicing,0.3333333333333333,0.0,5,fren,none,4324
1633,enfr,voicing,0.7990196078431373,0.0,5,fren,none,4324
1634,en,place,0.16666666666666666,0.0,5,fren,none,4324
1635,fr,place,0.10526315789473684,0.0,5,fren,none,4324
1636,enfr,place,0.4353070175438597,0.0,5,fren,none,4324
1637,enfr,lang,0.5342465753424658,0.0,5,fren,none,4324
1638,en,sonority,0.7948717948717948,0.0,6,fren,none,5453
1639,fr,sonority,0.6470588235294118,0.0,6,fren,none,5453
1640,enfr,sonority,0.7356711915535445,0.0,6,fren,none,5453
1641,en,manner,0.5128205128205128,0.0,6,fren,none,5453
1642,fr,manner,0.4411764705882353,0.0,6,fren,none,5453
1643,enfr,manner,0.4864253393665159,0.0,6,fren,none,5453
1644,en,voicing,0.4117647058823529,0.0,6,fren,none,5453
1645,fr,voicing,0.4166666666666667,0.0,6,fren,none,5453
1646,enfr,voicing,0.7990196078431373,0.0,6,fren,none,5453
1647,en,place,0.16666666666666666,0.0,6,fren,none,5453
1648,fr,place,0.15789473684210525,0.0,6,fren,none,5453
1649,enfr,place,0.5449561403508771,0.0,6,fren,none,5453
1650,enfr,lang,0.547945205479452,0.0,6,fren,none,5453
1651,en,sonority,0.7948717948717948,0.0,7,fren,none,6747
1652,fr,sonority,0.6470588235294118,0.0,7,fren,none,6747
1653,enfr,sonority,0.7356711915535445,0.0,7,fren,none,6747
1654,en,manner,0.5128205128205128,0.0,7,fren,none,6747
1655,fr,manner,0.4411764705882353,0.0,7,fren,none,6747
