,lang,feature,accuracy,permute,epoch,lang_train,init,num_samples
2543,enfr,voicing,1.0,0.0,15,fren,en19,26761
2544,en,place,0.5416666666666666,0.0,15,fren,en19,26761
2545,fr,place,0.3684210526315789,0.0,15,fren,en19,26761
2546,enfr,place,0.6907894736842105,0.0,15,fren,en19,26761
2547,enfr,lang,1.0,0.0,15,fren,en19,26761
2548,en,sonority,0.8461538461538461,0.0,16,fren,en19,31156
2549,fr,sonority,0.7941176470588235,0.0,16,fren,en19,31156
2550,enfr,sonority,0.8476621417797888,0.0,16,fren,en19,31156
2551,en,manner,0.717948717948718,0.0,16,fren,en19,31156
2552,fr,manner,0.7352941176470589,0.0,16,fren,en19,31156
2553,enfr,manner,0.7854449472096531,0.0,16,fren,en19,31156
2554,en,voicing,0.7647058823529411,0.0,16,fren,en19,31156
2555,fr,voicing,0.9166666666666666,0.0,16,fren,en19,31156
2556,enfr,voicing,1.0,0.0,16,fren,en19,31156
2557,en,place,0.5833333333333334,0.0,16,fren,en19,31156
2558,fr,place,0.3684210526315789,0.0,16,fren,en19,31156
2559,enfr,place,0.7171052631578947,0.0,16,fren,en19,31156
2560,enfr,lang,1.0,0.0,16,fren,en19,31156
2561,en,sonority,0.8461538461538461,0.0,17,fren,en19,36190
2562,fr,sonority,0.7941176470588235,0.0,17,fren,en19,36190
2563,enfr,sonority,0.8476621417797888,0.0,17,fren,en19,36190
2564,en,manner,0.717948717948718,0.0,17,fren,en19,36190
2565,fr,manner,0.7352941176470589,0.0,17,fren,en19,36190
2566,enfr,manner,0.7854449472096531,0.0,17,fren,en19,36190
2567,en,voicing,0.7647058823529411,0.0,17,fren,en19,36190
2568,fr,voicing,0.9166666666666666,0.0,17,fren,en19,36190
2569,enfr,voicing,1.0,0.0,17,fren,en19,36190
2570,en,place,0.5416666666666666,0.0,17,fren,en19,36190
2571,fr,place,0.3684210526315789,0.0,17,fren,en19,36190
2572,enfr,place,0.7171052631578947,0.0,17,fren,en19,36190
2573,enfr,lang,1.0,0.0,17,fren,en19,36190
2574,en,sonority,0.8461538461538461,0.0,18,fren,en19,41957
2575,fr,sonority,0.7941176470588235,0.0,18,fren,en19,41957
2576,enfr,sonority,0.8476621417797888,0.0,18,fren,en19,41957
2577,en,manner,0.717948717948718,0.0,18,fren,en19,41957
2578,fr,manner,0.7352941176470589,0.0,18,fren,en19,41957
2579,enfr,manner,0.7854449472096531,0.0,18,fren,en19,41957
2580,en,voicing,0.8235294117647058,0.0,18,fren,en19,41957
2581,fr,voicing,0.9166666666666666,0.0,18,fren,en19,41957
2582,enfr,voicing,1.0,0.0,18,fren,en19,41957
2583,en,place,0.5833333333333334,0.0,18,fren,en19,41957
2584,fr,place,0.5263157894736842,0.0,18,fren,en19,41957
2585,enfr,place,0.7642543859649122,0.0,18,fren,en19,41957
2586,enfr,lang,1.0,0.0,18,fren,en19,41957
2587,en,sonority,0.8461538461538461,0.0,19,fren,en19,48563
2588,fr,sonority,0.8235294117647058,0.0,19,fren,en19,48563
2589,enfr,sonority,0.8476621417797888,0.0,19,fren,en19,48563
2590,en,manner,0.717948717948718,0.0,19,fren,en19,48563
2591,fr,manner,0.7352941176470589,0.0,19,fren,en19,48563
2592,enfr,manner,0.7854449472096531,0.0,19,fren,en19,48563
2593,en,voicing,0.8235294117647058,0.0,19,fren,en19,48563
2594,fr,voicing,1.0,0.0,19,fren,en19,48563
2595,enfr,voicing,1.0,0.0,19,fren,en19,48563
2596,en,place,0.5416666666666666,0.0,19,fren,en19,48563
2597,fr,place,0.5263157894736842,0.0,19,fren,en19,48563
2598,enfr,place,0.743421052631579,0.0,19,fren,en19,48563
2599,enfr,lang,1.0,0.0,19,fren,en19,48563
2600,en,sonority,0.8461538461538461,0.0,20,fren,en19,56131
2601,fr,sonority,0.8235294117647058,0.0,20,fren,en19,56131
2602,enfr,sonority,0.8348416289592759,0.0,20,fren,en19,56131
2603,en,manner,0.717948717948718,0.0,20,fren,en19,56131
2604,fr,manner,0.7058823529411765,0.0,20,fren,en19,56131
2605,enfr,manner,0.7854449472096531,0.0,20,fren,en19,56131
2606,en,voicing,0.8235294117647058,0.0,20,fren,en19,56131
2607,fr,voicing,1.0,0.0,20,fren,en19,56131
2608,enfr,voicing,1.0,0.0,20,fren,en19,56131
2609,en,place,0.625,0.0,20,fren,en19,56131
2610,fr,place,0.47368421052631576,0.0,20,fren,en19,56131
2611,enfr,place,0.7642543859649122,0.0,20,fren,en19,56131
2612,enfr,lang,1.0,0.0,20,fren,en19,56131
2613,en,sonority,0.8461538461538461,0.0,21,fren,en19,64800
2614,fr,sonority,0.8235294117647058,0.0,21,fren,en19,64800
2615,enfr,sonority,0.8476621417797888,0.0,21,fren,en19,64800
2616,en,manner,0.717948717948718,0.0,21,fren,en19,64800
2617,fr,manner,0.7352941176470589,0.0,21,fren,en19,64800
2618,enfr,manner,0.7854449472096531,0.0,21,fren,en19,64800
2619,en,voicing,0.8235294117647058,0.0,21,fren,en19,64800
2620,fr,voicing,1.0,0.0,21,fren,en19,64800
2621,enfr,voicing,1.0,0.0,21,fren,en19,64800
2622,en,place,0.625,0.0,21,fren,en19,64800
2623,fr,place,0.5263157894736842,0.0,21,fren,en19,64800
2624,enfr,place,0.7697368421052632,0.0,21,fren,en19,64800
2625,enfr,lang,1.0,0.0,21,fren,en19,64800
2626,en,sonority,0.8461538461538461,0.0,22,fren,en19,74730
2627,fr,sonority,0.8235294117647058,0.0,22,fren,en19,74730
2628,enfr,sonority,0.8623680241327301,0.0,22,fren,en19,74730
2629,en,manner,0.717948717948718,0.0,22,fren,en19,74730
2630,fr,manner,0.7058823529411765,0.0,22,fren,en19,74730
2631,enfr,manner,0.7854449472096531,0.0,22,fren,en19,74730
2632,en,voicing,0.8235294117647058,0.0,22,fren,en19,74730
2633,fr,voicing,1.0,0.0,22,fren,en19,74730
2634,enfr,voicing,1.0,0.0,22,fren,en19,74730
2635,en,place,0.625,0.0,22,fren,en19,74730
2636,fr,place,0.5263157894736842,0.0,22,fren,en19,74730
2637,enfr,place,0.7905701754385965,0.0,22,fren,en19,74730
2638,enfr,lang,1.0,0.0,22,fren,en19,74730
2639,en,sonority,0.8461538461538461,0.0,23,fren,en19,86105
2640,fr,sonority,0.8529411764705882,0.0,23,fren,en19,86105
2641,enfr,sonority,0.8348416289592759,0.0,23,fren,en19,86105
2642,en,manner,0.717948717948718,0.0,23,fren,en19,86105
2643,fr,manner,0.7058823529411765,0.0,23,fren,en19,86105
2644,enfr,manner,0.7854449472096531,0.0,23,fren,en19,86105
2645,en,voicing,0.8235294117647058,0.0,23,fren,en19,86105
2646,fr,voicing,1.0,0.0,23,fren,en19,86105
2647,enfr,voicing,1.0,0.0,23,fren,en19,86105
2648,en,place,0.5833333333333334,0.0,23,fren,en19,86105
2649,fr,place,0.5263157894736842,0.0,23,fren,en19,86105
2650,enfr,place,0.7905701754385965,0.0,23,fren,en19,86105
2651,enfr,lang,1.0,0.0,23,fren,en19,86105
2652,en,sonority,0.8461538461538461,0.0,24,fren,en19,99136
2653,fr,sonority,0.8235294117647058,0.0,24,fren,en19,99136
2654,enfr,sonority,0.8495475113122172,0.0,24,fren,en19,99136
2655,en,manner,0.6923076923076923,0.0,24,fren,en19,99136
2656,fr,manner,0.7058823529411765,0.0,24,fren,en19,99136
2657,enfr,manner,0.7854449472096531,0.0,24,fren,en19,99136
2658,en,voicing,0.8823529411764706,0.0,24,fren,en19,99136
2659,fr,voicing,1.0,0.0,24,fren,en19,99136
2660,enfr,voicing,1.0,0.0,24,fren,en19,99136
2661,en,place,0.625,0.0,24,fren,en19,99136
2662,fr,place,0.5263157894736842,0.0,24,fren,en19,99136
2663,enfr,place,0.8114035087719298,0.0,24,fren,en19,99136
2664,enfr,lang,1.0,0.0,24,fren,en19,99136
2665,en,sonority,0.8461538461538461,0.0,25,fren,en19,114063
2666,fr,sonority,0.8235294117647058,0.0,25,fren,en19,114063
2667,enfr,sonority,0.8348416289592759,0.0,25,fren,en19,114063
2668,en,manner,0.717948717948718,0.0,25,fren,en19,114063
2669,fr,manner,0.6764705882352942,0.0,25,fren,en19,114063
2670,enfr,manner,0.7854449472096531,0.0,25,fren,en19,114063
2671,en,voicing,0.8823529411764706,0.0,25,fren,en19,114063
2672,fr,voicing,1.0,0.0,25,fren,en19,114063
2673,enfr,voicing,1.0,0.0,25,fren,en19,114063
2674,en,place,0.5833333333333334,0.0,25,fren,en19,114063
2675,fr,place,0.5263157894736842,0.0,25,fren,en19,114063
2676,enfr,place,0.8168859649122806,0.0,25,fren,en19,114063
2677,enfr,lang,1.0,0.0,25,fren,en19,114063
2678,en,sonority,0.8461538461538461,0.0,26,fren,en19,131162
2679,fr,sonority,0.8529411764705882,0.0,26,fren,en19,131162
2680,enfr,sonority,0.8495475113122172,0.0,26,fren,en19,131162
2681,en,manner,0.717948717948718,0.0,26,fren,en19,131162
2682,fr,manner,0.7058823529411765,0.0,26,fren,en19,131162
2683,enfr,manner,0.7854449472096531,0.0,26,fren,en19,131162
2684,en,voicing,0.8235294117647058,0.0,26,fren,en19,131162
2685,fr,voicing,1.0,0.0,26,fren,en19,131162
2686,enfr,voicing,1.0,0.0,26,fren,en19,131162
2687,en,place,0.625,0.0,26,fren,en19,131162
2688,fr,place,0.5263157894736842,0.0,26,fren,en19,131162
2689,enfr,place,0.8114035087719298,0.0,26,fren,en19,131162
2690,enfr,lang,1.0,0.0,26,fren,en19,131162
2691,en,sonority,0.8461538461538461,0.0,27,fren,en19,150750
2692,fr,sonority,0.8529411764705882,0.0,27,fren,en19,150750
2693,enfr,sonority,0.8642533936651584,0.0,27,fren,en19,150750
2694,en,manner,0.717948717948718,0.0,27,fren,en19,150750
2695,fr,manner,0.6764705882352942,0.0,27,fren,en19,150750
2696,enfr,manner,0.7854449472096531,0.0,27,fren,en19,150750
2697,en,voicing,0.8823529411764706,0.0,27,fren,en19,150750
2698,fr,voicing,1.0,0.0,27,fren,en19,150750
2699,enfr,voicing,1.0,0.0,27,fren,en19,150750
2700,en,place,0.625,0.0,27,fren,en19,150750
2701,fr,place,0.5263157894736842,0.0,27,fren,en19,150750
2702,enfr,place,0.8114035087719298,0.0,27,fren,en19,150750
2703,enfr,lang,1.0,0.0,27,fren,en19,150750
2704,en,sonority,0.8461538461538461,0.0,28,fren,en19,173188
2705,fr,sonority,0.8529411764705882,0.0,28,fren,en19,173188
2706,enfr,sonority,0.8348416289592759,0.0,28,fren,en19,173188
2707,en,manner,0.717948717948718,0.0,28,fren,en19,173188
2708,fr,manner,0.7058823529411765,0.0,28,fren,en19,173188
2709,enfr,manner,0.8001508295625943,0.0,28,fren,en19,173188
2710,en,voicing,0.8235294117647058,0.0,28,fren,en19,173188
2711,fr,voicing,1.0,0.0,28,fren,en19,173188
2712,enfr,voicing,1.0,0.0,28,fren,en19,173188
2713,en,place,0.625,0.0,28,fren,en19,173188
2714,fr,place,0.631578947368421,0.0,28,fren,en19,173188
2715,enfr,place,0.8377192982456141,0.0,28,fren,en19,173188
2716,enfr,lang,1.0,0.0,28,fren,en19,173188
2717,en,sonority,0.8461538461538461,0.0,29,fren,en19,198891
2718,fr,sonority,0.8529411764705882,0.0,29,fren,en19,198891
2719,enfr,sonority,0.8642533936651584,0.0,29,fren,en19,198891
2720,en,manner,0.717948717948718,0.0,29,fren,en19,198891
2721,fr,manner,0.7058823529411765,0.0,29,fren,en19,198891
2722,enfr,manner,0.8001508295625943,0.0,29,fren,en19,198891
2723,en,voicing,0.8235294117647058,0.0,29,fren,en19,198891
2724,fr,voicing,1.0,0.0,29,fren,en19,198891
2725,enfr,voicing,1.0,0.0,29,fren,en19,198891
2726,en,place,0.6666666666666666,0.0,29,fren,en19,198891
2727,fr,place,0.6842105263157895,0.0,29,fren,en19,198891
2728,enfr,place,0.8640350877192983,0.0,29,fren,en19,198891
2729,enfr,lang,1.0,0.0,29,fren,en19,198891
2730,en,sonority,0.8717948717948718,0.0,30,fren,en19,228334
2731,fr,sonority,0.8529411764705882,0.0,30,fren,en19,228334
2732,enfr,sonority,0.8642533936651584,0.0,30,fren,en19,228334
2733,en,manner,0.7435897435897436,0.0,30,fren,en19,228334
2734,fr,manner,0.6764705882352942,0.0,30,fren,en19,228334
2735,enfr,manner,0.8001508295625943,0.0,30,fren,en19,228334
2736,en,voicing,0.8235294117647058,0.0,30,fren,en19,228334
2737,fr,voicing,1.0,0.0,30,fren,en19,228334
2738,enfr,voicing,1.0,0.0,30,fren,en19,228334
2739,en,place,0.6666666666666666,0.0,30,fren,en19,228334
2740,fr,place,0.7368421052631579,0.0,30,fren,en19,228334
2741,enfr,place,0.8585526315789473,0.0,30,fren,en19,228334
2742,enfr,lang,1.0,0.0,30,fren,en19,228334
2743,en,sonority,0.8461538461538461,0.0,31,fren,en19,262062
2744,fr,sonority,0.8529411764705882,0.0,31,fren,en19,262062
2745,enfr,sonority,0.8495475113122172,0.0,31,fren,en19,262062
2746,en,manner,0.7692307692307693,0.0,31,fren,en19,262062
2747,fr,manner,0.6764705882352942,0.0,31,fren,en19,262062
2748,enfr,manner,0.8148567119155354,0.0,31,fren,en19,262062
2749,en,voicing,0.8823529411764706,0.0,31,fren,en19,262062
2750,fr,voicing,1.0,0.0,31,fren,en19,262062
2751,enfr,voicing,1.0,0.0,31,fren,en19,262062
2752,en,place,0.7083333333333334,0.0,31,fren,en19,262062
2753,fr,place,0.7894736842105263,0.0,31,fren,en19,262062
2754,enfr,place,0.8377192982456141,0.0,31,fren,en19,262062
2755,enfr,lang,1.0,0.0,31,fren,en19,262062
2756,en,sonority,0.8461538461538461,0.0,32,fren,en19,300698
2757,fr,sonority,0.8529411764705882,0.0,32,fren,en19,300698
2758,enfr,sonority,0.8495475113122172,0.0,32,fren,en19,300698
2759,en,manner,0.717948717948718,0.0,32,fren,en19,300698
2760,fr,manner,0.6764705882352942,0.0,32,fren,en19,300698
2761,enfr,manner,0.8001508295625943,0.0,32,fren,en19,300698
2762,en,voicing,0.8823529411764706,0.0,32,fren,en19,300698
2763,fr,voicing,1.0,0.0,32,fren,en19,300698
2764,enfr,voicing,1.0,0.0,32,fren,en19,300698
2765,en,place,0.625,0.0,32,fren,en19,300698
2766,fr,place,0.7894736842105263,0.0,32,fren,en19,300698
2767,enfr,place,0.8585526315789473,0.0,32,fren,en19,300698
2768,enfr,lang,1.0,0.0,32,fren,en19,300698
2769,en,sonority,0.8461538461538461,0.0,33,fren,en19,344956
2770,fr,sonority,0.8529411764705882,0.0,33,fren,en19,344956
2771,enfr,sonority,0.8201357466063348,0.0,33,fren,en19,344956
2772,en,manner,0.7692307692307693,0.0,33,fren,en19,344956
2773,fr,manner,0.7058823529411765,0.0,33,fren,en19,344956
2774,enfr,manner,0.8129713423831071,0.0,33,fren,en19,344956
2775,en,voicing,0.8823529411764706,0.0,33,fren,en19,344956
2776,fr,voicing,1.0,0.0,33,fren,en19,344956
2777,enfr,voicing,1.0,0.0,33,fren,en19,344956
2778,en,place,0.6666666666666666,0.0,33,fren,en19,344956
2779,fr,place,0.7894736842105263,0.0,33,fren,en19,344956
2780,enfr,place,0.8585526315789473,0.0,33,fren,en19,344956
2781,enfr,lang,1.0,0.0,33,fren,en19,344956
2782,en,sonority,0.8461538461538461,0.0,34,fren,en19,395654
2783,fr,sonority,0.8529411764705882,0.0,34,fren,en19,395654
2784,enfr,sonority,0.8367269984917043,0.0,34,fren,en19,395654
2785,en,manner,0.7692307692307693,0.0,34,fren,en19,395654
2786,fr,manner,0.7058823529411765,0.0,34,fren,en19,395654
2787,enfr,manner,0.8148567119155354,0.0,34,fren,en19,395654
2788,en,voicing,0.9411764705882353,0.0,34,fren,en19,395654
2789,fr,voicing,1.0,0.0,34,fren,en19,395654
2790,enfr,voicing,1.0,0.0,34,fren,en19,395654
2791,en,place,0.7083333333333334,0.0,34,fren,en19,395654
2792,fr,place,0.7894736842105263,0.0,34,fren,en19,395654
2793,enfr,place,0.8377192982456141,0.0,34,fren,en19,395654
2794,enfr,lang,1.0,0.0,34,fren,en19,395654
2795,en,sonority,0.8461538461538461,0.0,35,fren,en19,453730
2796,fr,sonority,0.8529411764705882,0.0,35,fren,en19,453730
2797,enfr,sonority,0.8495475113122172,0.0,35,fren,en19,453730
2798,en,manner,0.7692307692307693,0.0,35,fren,en19,453730
2799,fr,manner,0.7058823529411765,0.0,35,fren,en19,453730
2800,enfr,manner,0.8001508295625943,0.0,35,fren,en19,453730
2801,en,voicing,0.8823529411764706,0.0,35,fren,en19,453730
2802,fr,voicing,1.0,0.0,35,fren,en19,453730
2803,enfr,voicing,1.0,0.0,35,fren,en19,453730
2804,en,place,0.7083333333333334,0.0,35,fren,en19,453730
2805,fr,place,0.7894736842105263,0.0,35,fren,en19,453730
2806,enfr,place,0.9057017543859649,0.0,35,fren,en19,453730
2807,enfr,lang,1.0,0.0,35,fren,en19,453730
2808,en,sonority,0.8461538461538461,0.0,36,fren,en19,520256
2809,fr,sonority,0.8529411764705882,0.0,36,fren,en19,520256
2810,enfr,sonority,0.8495475113122172,0.0,36,fren,en19,520256
2811,en,manner,0.7692307692307693,0.0,36,fren,en19,520256
2812,fr,manner,0.7058823529411765,0.0,36,fren,en19,520256
2813,enfr,manner,0.8295625942684766,0.0,36,fren,en19,520256
2814,en,voicing,0.8823529411764706,0.0,36,fren,en19,520256
2815,fr,voicing,1.0,0.0,36,fren,en19,520256
2816,enfr,voicing,1.0,0.0,36,fren,en19,520256
2817,en,place,0.6666666666666666,0.0,36,fren,en19,520256
2818,fr,place,0.7894736842105263,0.0,36,fren,en19,520256
2819,enfr,place,0.8793859649122806,0.0,36,fren,en19,520256
2820,enfr,lang,1.0,0.0,36,fren,en19,520256
2821,en,sonority,0.8461538461538461,0.0,37,fren,en19,596463
2822,fr,sonority,0.8529411764705882,0.0,37,fren,en19,596463
2823,enfr,sonority,0.8348416289592759,0.0,37,fren,en19,596463
2824,en,manner,0.7692307692307693,0.0,37,fren,en19,596463
2825,fr,manner,0.7352941176470589,0.0,37,fren,en19,596463
2826,enfr,manner,0.8148567119155354,0.0,37,fren,en19,596463
2827,en,voicing,0.8823529411764706,0.0,37,fren,en19,596463
2828,fr,voicing,1.0,0.0,37,fren,en19,596463
2829,enfr,voicing,1.0,0.0,37,fren,en19,596463
2830,en,place,0.6666666666666666,0.0,37,fren,en19,596463
2831,fr,place,0.7894736842105263,0.0,37,fren,en19,596463
2832,enfr,place,0.9057017543859649,0.0,37,fren,en19,596463
2833,enfr,lang,1.0,0.0,37,fren,en19,596463
2834,en,sonority,0.8461538461538461,0.0,38,fren,en19,683759
2835,fr,sonority,0.8529411764705882,0.0,38,fren,en19,683759
2836,enfr,sonority,0.8495475113122172,0.0,38,fren,en19,683759
2837,en,manner,0.7692307692307693,0.0,38,fren,en19,683759
2838,fr,manner,0.7352941176470589,0.0,38,fren,en19,683759
2839,enfr,manner,0.8001508295625943,0.0,38,fren,en19,683759
2840,en,voicing,0.8823529411764706,0.0,38,fren,en19,683759
2841,fr,voicing,1.0,0.0,38,fren,en19,683759
2842,enfr,voicing,1.0,0.0,38,fren,en19,683759
2843,en,place,0.6666666666666666,0.0,38,fren,en19,683759
2844,fr,place,0.7894736842105263,0.0,38,fren,en19,683759
2845,enfr,place,0.8793859649122806,0.0,38,fren,en19,683759
2846,enfr,lang,1.0,0.0,38,fren,en19,683759
2847,en,sonority,0.8461538461538461,0.0,39,fren,en19,783759
2848,fr,sonority,0.8529411764705882,0.0,39,fren,en19,783759
2849,enfr,sonority,0.8495475113122172,0.0,39,fren,en19,783759
2850,en,manner,0.7692307692307693,0.0,39,fren,en19,783759
2851,fr,manner,0.7352941176470589,0.0,39,fren,en19,783759
2852,enfr,manner,0.8148567119155354,0.0,39,fren,en19,783759
2853,en,voicing,0.8823529411764706,0.0,39,fren,en19,783759
2854,fr,voicing,1.0,0.0,39,fren,en19,783759
2855,enfr,voicing,1.0,0.0,39,fren,en19,783759
2856,en,place,0.6666666666666666,0.0,39,fren,en19,783759
2857,fr,place,0.7894736842105263,0.0,39,fren,en19,783759
2858,enfr,place,0.8848684210526316,0.0,39,fren,en19,783759
2859,enfr,lang,1.0,0.0,39,fren,en19,783759
2860,en,sonority,0.8461538461538461,0.0,40,fren,en19,883759
2861,fr,sonority,0.8823529411764706,0.0,40,fren,en19,883759
2862,enfr,sonority,0.8495475113122172,0.0,40,fren,en19,883759
2863,en,manner,0.7692307692307693,0.0,40,fren,en19,883759
2864,fr,manner,0.7647058823529411,0.0,40,fren,en19,883759
2865,enfr,manner,0.8295625942684766,0.0,40,fren,en19,883759
2866,en,voicing,0.9411764705882353,0.0,40,fren,en19,883759
2867,fr,voicing,1.0,0.0,40,fren,en19,883759
2868,enfr,voicing,1.0,0.0,40,fren,en19,883759
2869,en,place,0.7083333333333334,0.0,40,fren,en19,883759
2870,fr,place,0.7894736842105263,0.0,40,fren,en19,883759
2871,enfr,place,0.9057017543859649,0.0,40,fren,en19,883759
2872,enfr,lang,1.0,0.0,40,fren,en19,883759
2873,en,sonority,0.8717948717948718,0.0,41,fren,en19,983759
2874,fr,sonority,0.8823529411764706,0.0,41,fren,en19,983759
2875,enfr,sonority,0.8367269984917043,0.0,41,fren,en19,983759
2876,en,manner,0.7692307692307693,0.0,41,fren,en19,983759
2877,fr,manner,0.7647058823529411,0.0,41,fren,en19,983759
2878,enfr,manner,0.8001508295625943,0.0,41,fren,en19,983759
2879,en,voicing,0.9411764705882353,0.0,41,fren,en19,983759
2880,fr,voicing,1.0,0.0,41,fren,en19,983759
2881,enfr,voicing,1.0,0.0,41,fren,en19,983759
2882,en,place,0.7083333333333334,0.0,41,fren,en19,983759
2883,fr,place,0.7894736842105263,0.0,41,fren,en19,983759
2884,enfr,place,0.8585526315789473,0.0,41,fren,en19,983759
2885,enfr,lang,1.0,0.0,41,fren,en19,983759
2886,en,sonority,0.8717948717948718,0.0,42,fren,en19,1083759
2887,fr,sonority,0.8823529411764706,0.0,42,fren,en19,1083759
2888,enfr,sonority,0.8348416289592759,0.0,42,fren,en19,1083759
2889,en,manner,0.7948717948717948,0.0,42,fren,en19,1083759
2890,fr,manner,0.7647058823529411,0.0,42,fren,en19,1083759
2891,enfr,manner,0.8148567119155354,0.0,42,fren,en19,1083759
2892,en,voicing,0.8823529411764706,0.0,42,fren,en19,1083759
2893,fr,voicing,1.0,0.0,42,fren,en19,1083759
2894,enfr,voicing,1.0,0.0,42,fren,en19,1083759
2895,en,place,0.7083333333333334,0.0,42,fren,en19,1083759
2896,fr,place,0.7894736842105263,0.0,42,fren,en19,1083759
2897,enfr,place,0.9057017543859649,0.0,42,fren,en19,1083759
2898,enfr,lang,1.0,0.0,42,fren,en19,1083759
2899,en,sonority,0.8461538461538461,0.0,43,fren,en19,1183759
2900,fr,sonority,0.8823529411764706,0.0,43,fren,en19,1183759
2901,enfr,sonority,0.8348416289592759,0.0,43,fren,en19,1183759
2902,en,manner,0.7692307692307693,0.0,43,fren,en19,1183759
2903,fr,manner,0.7352941176470589,0.0,43,fren,en19,1183759
2904,enfr,manner,0.8276772247360482,0.0,43,fren,en19,1183759
2905,en,voicing,0.8823529411764706,0.0,43,fren,en19,1183759
2906,fr,voicing,1.0,0.0,43,fren,en19,1183759
2907,enfr,voicing,1.0,0.0,43,fren,en19,1183759
2908,en,place,0.7083333333333334,0.0,43,fren,en19,1183759
2909,fr,place,0.7894736842105263,0.0,43,fren,en19,1183759
2910,enfr,place,0.8585526315789473,0.0,43,fren,en19,1183759
2911,enfr,lang,1.0,0.0,43,fren,en19,1183759
2912,en,sonority,0.8461538461538461,0.0,44,fren,en19,1283759
2913,fr,sonority,0.8823529411764706,0.0,44,fren,en19,1283759
2914,enfr,sonority,0.8201357466063348,0.0,44,fren,en19,1283759
2915,en,manner,0.7692307692307693,0.0,44,fren,en19,1283759
2916,fr,manner,0.7647058823529411,0.0,44,fren,en19,1283759
2917,enfr,manner,0.8148567119155354,0.0,44,fren,en19,1283759
2918,en,voicing,0.8823529411764706,0.0,44,fren,en19,1283759
2919,fr,voicing,1.0,0.0,44,fren,en19,1283759
2920,enfr,voicing,1.0,0.0,44,fren,en19,1283759
2921,en,place,0.7083333333333334,0.0,44,fren,en19,1283759
2922,fr,place,0.7894736842105263,0.0,44,fren,en19,1283759
2923,enfr,place,0.9057017543859649,0.0,44,fren,en19,1283759
2924,enfr,lang,1.0,0.0,44,fren,en19,1283759
2925,en,sonority,0.8717948717948718,0.0,45,fren,en19,1383759
2926,fr,sonority,0.8823529411764706,0.0,45,fren,en19,1383759
2927,enfr,sonority,0.8495475113122172,0.0,45,fren,en19,1383759
2928,en,manner,0.7692307692307693,0.0,45,fren,en19,1383759
2929,fr,manner,0.7647058823529411,0.0,45,fren,en19,1383759
2930,enfr,manner,0.8276772247360482,0.0,45,fren,en19,1383759
2931,en,voicing,0.8823529411764706,0.0,45,fren,en19,1383759
2932,fr,voicing,1.0,0.0,45,fren,en19,1383759
2933,enfr,voicing,1.0,0.0,45,fren,en19,1383759
2934,en,place,0.7083333333333334,0.0,45,fren,en19,1383759
2935,fr,place,0.7894736842105263,0.0,45,fren,en19,1383759
2936,enfr,place,0.8848684210526316,0.0,45,fren,en19,1383759
2937,enfr,lang,1.0,0.0,45,fren,en19,1383759
2938,en,sonority,0.8717948717948718,0.0,46,fren,en19,1483759
2939,fr,sonority,0.8823529411764706,0.0,46,fren,en19,1483759
2940,enfr,sonority,0.8495475113122172,0.0,46,fren,en19,1483759
2941,en,manner,0.7948717948717948,0.0,46,fren,en19,1483759
2942,fr,manner,0.7647058823529411,0.0,46,fren,en19,1483759
2943,enfr,manner,0.8295625942684766,0.0,46,fren,en19,1483759
2944,en,voicing,0.9411764705882353,0.0,46,fren,en19,1483759
2945,fr,voicing,1.0,0.0,46,fren,en19,1483759
2946,enfr,voicing,1.0,0.0,46,fren,en19,1483759
2947,en,place,0.7083333333333334,0.0,46,fren,en19,1483759
2948,fr,place,0.7894736842105263,0.0,46,fren,en19,1483759
2949,enfr,place,0.9057017543859649,0.0,46,fren,en19,1483759
2950,enfr,lang,1.0,0.0,46,fren,en19,1483759
2951,en,sonority,0.8717948717948718,0.0,47,fren,en19,1583759
2952,fr,sonority,0.8823529411764706,0.0,47,fren,en19,1583759
2953,enfr,sonority,0.8348416289592759,0.0,47,fren,en19,1583759
2954,en,manner,0.7692307692307693,0.0,47,fren,en19,1583759
2955,fr,manner,0.7941176470588235,0.0,47,fren,en19,1583759
2956,enfr,manner,0.8276772247360482,0.0,47,fren,en19,1583759
2957,en,voicing,0.9411764705882353,0.0,47,fren,en19,1583759
2958,fr,voicing,1.0,0.0,47,fren,en19,1583759
2959,enfr,voicing,1.0,0.0,47,fren,en19,1583759
2960,en,place,0.7083333333333334,0.0,47,fren,en19,1583759
2961,fr,place,0.7894736842105263,0.0,47,fren,en19,1583759
2962,enfr,place,0.9057017543859649,0.0,47,fren,en19,1583759
2963,enfr,lang,1.0,0.0,47,fren,en19,1583759
2964,en,sonority,0.8974358974358975,0.0,48,fren,en19,1683759
2965,fr,sonority,0.8823529411764706,0.0,48,fren,en19,1683759
2966,enfr,sonority,0.8495475113122172,0.0,48,fren,en19,1683759
2967,en,manner,0.7692307692307693,0.0,48,fren,en19,1683759
2968,fr,manner,0.7647058823529411,0.0,48,fren,en19,1683759
2969,enfr,manner,0.8295625942684766,0.0,48,fren,en19,1683759
2970,en,voicing,1.0,0.0,48,fren,en19,1683759
2971,fr,voicing,1.0,0.0,48,fren,en19,1683759
2972,enfr,voicing,1.0,0.0,48,fren,en19,1683759
2973,en,place,0.7083333333333334,0.0,48,fren,en19,1683759
2974,fr,place,0.7894736842105263,0.0,48,fren,en19,1683759
2975,enfr,place,0.8585526315789473,0.0,48,fren,en19,1683759
